ID,Approved,symbol,Approved,name,Status,Previous,symbols,Alias,symbols,Chromosome,Accession,numbers,RefSeq,IDs,,,,,,,,,,
PNPLA10P,patatin,like,phospholipase,domain,containing,10,pseudogene,Approved,Xq25,XM_927062,,,,,,,,,,,,,,
POF1,symbol,"withdrawn,",see,[HGNC:3775](/data/gene-symbol-report/#!/hgnc_id/HGNC:3775),Symbol,Withdrawn,"POF,",POF1,Xq21.3-q27,,,,,,,,,,,,,,,
POF1B,POF1B,actin,binding,protein,Approved,"POF,",FLJ22792,Xq21.1,BC017500,NM_024921,,,,,,,,,,,,,,
POLA1,DNA,polymerase,alpha,"1,",catalytic,subunit,Approved,"POLA,",NSX,p180,Xp22.11-p21.3,NM_016937,,,,,,,,,,,,
POMPP1,POMP,pseudogene,1,Approved,Xq21.1,,,,,,,,,,,,,,,,,,,
PORCN,porcupine,O-acyltransferase,Approved,DHOF,"MG61,","PORC,","PPN,",por,Xp11.23,AF317058,NM_022825,,,,,,,,,,,,,
PORCN-DT,PORCN,divergent,transcript,Approved,Xp11.23,NR_135596,,,,,,,,,,,,,,,,,,
POU3F4,POU,class,3,homeobox,4,Approved,DFN3,"BRN4,","OTF9,",DFNX2,Xq21.1,X82324,NM_000307,,,,,,,,,,,
PPATP2,phosphoribosyl,pyrophosphate,amidotransferase,pseudogene,2,Approved,Xq21.1,,,,,,,,,,,,,,,,,
PPEF1,protein,phosphatase,with,EF-hand,domain,1,Approved,PPEF,PPP7CA,Xp22.13,BC036026,NM_006240,,,,,,,,,,,,
PPEF1-AS1,PPEF1,antisense,RNA,1,Approved,Xp22.13,,,,,,,,,,,,,,,,,,
PPIAP89,peptidylprolyl,isomerase,A,pseudogene,89,Approved,Xq22.1,,,,,,,,,,,,,,,,,
PPIAP90,peptidylprolyl,isomerase,A,pseudogene,90,Approved,Xq22.1,,,,,,,,,,,,,,,,,
PPIAP91,peptidylprolyl,isomerase,A,pseudogene,91,Approved,Xq28,,,,,,,,,,,,,,,,,
PPIHP2,peptidylprolyl,isomerase,H,pseudogene,2,Approved,Xq23,AY425815,,,,,,,,,,,,,,,,
PPP1R2C,PPP1R2C,family,member,C,Approved,PPP1R2P9,I-4,Xp11.3,AB044137,,,,,,,,,,,,,,,
PPP1R3F,protein,phosphatase,1,regulatory,subunit,3F,Approved,Hb2E,Xp11.23,NM_033215,,,,,,,,,,,,,,
PPP1R11P2,protein,phosphatase,1,regulatory,inhibitor,subunit,11,pseudogene,2,Approved,Xp11.21,NG_009575,,,,,,,,,,,,
PPP1R12BP1,protein,phosphatase,1,regulatory,subunit,12B,pseudogene,1,Approved,PPP1R12BP,PPP1R12BPY1,Yq11.23,,,,,,,,,,,,
PPP1R12BP2,protein,phosphatase,1,regulatory,subunit,12B,pseudogene,2,Approved,Yq11.223,NG_002939,,,,,,,,,,,,,
PPP2R3B,protein,phosphatase,2,regulatory,subunit,B''beta,Approved,PPP2R3L,"PPP2R3LY,","PR48,",PR70,Xp22.3,and,Yp11.3,AF215840,NM_013239,,,,,,,,
PPP4R3C,protein,phosphatase,4,regulatory,subunit,3C,Approved,"SMEK3P,",PPP4R3CP,"FLJ32867,","FLFL3P,",smk1,Xp21.3,NM_207319,,,,,,,,,,
PPP6CP,protein,phosphatase,6,catalytic,subunit,pseudogene,Approved,Xq22.3,,,,,,,,,,,,,,,,
PQBP1,polyglutamine,binding,protein,1,Approved,"RENS1,","MRXS8,","SHS,","MRX55,","MRX2,",MRXS3,Xp11.23,AJ005893,NM_001032381.1,,,,,,,,,,
PRAF2,PRA1,domain,family,member,2,Approved,"JM4,",Yip6a,Xp11.23,BC021213,NM_007213,,,,,,,,,,,,,
PRAMEF3,PRAME,family,member,3,Entry,Withdrawn,1p36.21,not,on,reference,assembly,,,,,,,,,,,,,
PRD,primary,retinal,dysplasia,Entry,Withdrawn,Xp11.3,,,,,,,,,,,,,,,,,,
PRDX4,peroxiredoxin,4,Approved,AOE37-2,Xp22.11,U25182,NM_006406,,,,,,,,,,,,,,,,,
PRICKLE3,prickle,planar,cell,polarity,protein,3,Approved,LMO6,Xp11.23,BC016856,NM_006150,,,,,,,,,,,,,
PRKCIP1,PRKCI,pseudogene,1,Approved,Xq22.1,NG_001563,,,,,,,,,,,,,,,,,,
PRKX,protein,kinase,cAMP-dependent,X-linked,catalytic,subunit,Approved,PKX1,Xp22.33,NM_005044,,,,,,,,,,,,,,
PRKX-AS1,PRKX,antisense,RNA,1,Approved,Xp22.33,,,,,,,,,,,,,,,,,,
PRKXP2,PRKX,pseudogene,2,Approved,Xq13.1,,,,,,,,,,,,,,,,,,,
PRKY,protein,kinase,Y-linked,(pseudogene),Approved,"PRKYP,",PRKXP3,Yp11.2,,,,,,,,,,,,,,,,
PRORY,PRORY,Y-linked,lncRNA,Approved,CYorf17,Yq11.223,AK026367,,,,,,,,,,,,,,,,,
PRPF4BP1,PRPF4B,pseudogene,1,Approved,Xq23,NG_023298,,,,,,,,,,,,,,,,,,
PRPS1,phosphoribosyl,pyrophosphate,synthetase,1,Approved,DFN2,"CMTX5,","DFNX1,","PRS-I,",PPRibP,Xq22.3,X15331,,,,,,,,,,,,
PRPS2,phosphoribosyl,pyrophosphate,synthetase,2,Approved,Xp22.2,Y00971,NM_002765,,,,,,,,,,,,,,,,
PRR32,proline,rich,32,Approved,CXorf64,Xq25,NM_001122716,,,,,,,,,,,,,,,,,
PRRC2CP1,proline,rich,coiled-coil,2C,pseudogene,1,Approved,BAT2L2P1,BAT2D1P1,Yp11.2,NG_002936,,,,,,,,,,,,,
PRRG1,proline,rich,and,Gla,domain,1,Approved,PRGP1,Xp21.1,AF009242,NM_000950,,,,,,,,,,,,,
PRRG3,proline,rich,and,Gla,domain,3,Approved,TMG3,Xq28,AK074574,NM_024082,,,,,,,,,,,,,
PRS,Prieto,X-linked,mental,retardation,syndrome,Entry,Withdrawn,MRXS2,Xp21-p11,,,,,,,,,,,,,,,
PRTS,symbol,"withdrawn,",see,[HGNC:18060](/data/gene-symbol-report/#!/hgnc_id/HGNC:18060),Symbol,Withdrawn,MRXS1,Xpter-p21,,,,,,,,,,,,,,,,
PRXL2CP1,PRXL2C,pseudogene,1,Approved,Xq11.2,NG_022606,,,,,,,,,,,,,,,,,,
PRY,PTPN13,like,Y-linked,Approved,"PTPN13LY,",PRY1,Yq11.223,AF000988,NM_004676,,,,,,,,,,,,,,,
PRY2,PTPN13,like,Y-linked,2,Approved,PTPN13LY2,Yq11.223,NM_001002758,,,,,,,,,,,,,,,,
PRYP1,PTPN13,like,Y-linked,pseudogene,1,Approved,"PRYP7,",PRY4P,Yq11.222,NG_004636,,,,,,,,,,,,,,
PRYP2,PTPN13,like,Y-linked,pseudogene,2,Approved,Yq11.222,NG_004636,,,,,,,,,,,,,,,,
PRYP3,PTPN13,like,Y-linked,pseudogene,3,Approved,Yq11.223,,,,,,,,,,,,,,,,,
PRYP4,PTPN13,like,Y-linked,pseudogene,4,Approved,Yq11.23,NG_004755,,,,,,,,,,,,,,,,
PRYP5,PTPN13,like,Y-linked,pseudogene,5,Approved,Yq11.222,,,,,,,,,,,,,,,,,
PRYP6,PTPN13,like,Y-linked,pseudogene,6,Approved,Yq11.222,,,,,,,,,,,,,,,,,
PRYP7,symbol,"withdrawn,",see,[HGNC:34018](/data/gene-symbol-report/#!/hgnc_id/HGNC:34018),Symbol,Withdrawn,PRY4P,Yq11.222,,,,,,,,,,,,,,,,
PSIP1P2,PSIP1,pseudogene,2,Approved,Yq11,NG_002938,,,,,,,,,,,,,,,,,,
PSMA1P1,PSMA1,pseudogene,1,Approved,Xq21.1,NG_026855,,,,,,,,,,,,,,,,,,
PSMA5P1,PSMA5,pseudogene,1,Approved,Xp11.21,,,,,,,,,,,,,,,,,,,
PSMA6P1,proteasome,subunit,alpha,6,pseudogene,1,Approved,PSMA6P,"PSMA6-LIKE,",PSMA6Y,Yq11.221,AC010877,NG_002321,,,,,,,,,,,
PSMA6P2,proteasome,subunit,alpha,6,pseudogene,2,Approved,Xp22.2,NG_023174,,,,,,,,,,,,,,,
PSMD10,proteasome,26S,"subunit,",non-ATPase,10,Approved,p28,Xq22.3,AB009619,NM_170750,,,,,,,,,,,,,,
PTCHD1,patched,domain,containing,1,Approved,FLJ30296,Xp22.11,AK054858,NM_173495,,,,,,,,,,,,,,,
PTCHD1-AS,PTCHD1,antisense,RNA,(head,to,head),Approved,"PTCHD1AS1,","PTCHD1AS2,",DDX53-AS1,Xp22.11,"DA355362,",BX115199,NR_073010,,,,,,,,,,
PTMAP14,prothymosin,alpha,pseudogene,14,Approved,Xp22.2,NG_061479,,,,,,,,,,,,,,,,,
PTP4A1P5,PTP4A1,pseudogene,5,Approved,Xp21.3,,,,,,,,,,,,,,,,,,,
PUDP,pseudouridine,5'-phosphatase,Approved,"FAM16AX,","HDHD1A,",HDHD1,"DXF68S1E,",GS1,Xp22.31,M86934,NM_012080,,,,,,,,,,,,,
PUDPP1,pseudouridine,5'-phosphatase,pseudogene,1,Approved,"FAM16AY,","HDHD1BP,",HDHD1P1,Yq11.221,NG_002612,,,,,,,,,,,,,,
PWWP3B,PWWP,domain,containing,3B,Approved,MUM1L1,FLJ33516,Xq22.3,AK090835,NM_152423,,,,,,,,,,,,,,
PWWP4,PWWP,domain,containing,4,Approved,Xq28,,,,,,,,,,,,,,,,,,
PYY3,peptide,YY,3,(pseudogene),Approved,OTTHUMG00000021515,Xp11.22,,,,,,,,,,,,,,,,,
QTRT1P1,queuine,tRNA-ribosyltransferase,catalytic,subunit,1,pseudogene,1,Approved,Xq23,NG_026873,,,,,,,,,,,,,,
RAB9A,"RAB9A,",member,RAS,oncogene,family,Approved,RAB9,Xp22.2,U44103,NM_004251,,,,,,,,,,,,,,
RAB9AP1,"RAB9A,",member,RAS,oncogene,family,pseudogene,1,Approved,Yq11.223,,,,,,,,,,,,,,,
RAB9AP2,"RAB9A,",member,RAS,oncogene,family,pseudogene,2,Approved,Yq11.23,,,,,,,,,,,,,,,
RAB9AP3,"RAB9A,",member,RAS,oncogene,family,pseudogene,3,Approved,Yq11.23,,,,,,,,,,,,,,,
RAB9AP4,"RAB9A,",member,RAS,oncogene,family,pseudogene,4,Approved,Yq11.222,,,,,,,,,,,,,,,
RAB9AP5,"RAB9A,",member,RAS,oncogene,family,pseudogene,5,Approved,Yq11.23,,,,,,,,,,,,,,,
RAB9B,"RAB9B,",member,RAS,oncogene,family,Approved,RAB9L,Xq22.2,AB036693,,,,,,,,,,,,,,,
RAB11FIP1P1,RAB11,family,interacting,protein,1,pseudogene,1,Approved,Xq13.2,,,,,,,,,,,,,,,
RAB28P5,"RAB28,",member,RAS,oncogene,family,pseudogene,5,Approved,Xq26.3,NG_023397,,,,,,,,,,,,,,
RAB33A,"RAB33A,",member,RAS,oncogene,family,Approved,RabS10,Xq26.1,D14889,NM_004794,,,,,,,,,,,,,,
RAB39B,"RAB39B,",member,RAS,oncogene,family,Approved,"MRX72,",WSN,Xq28,AY052478,NM_171998,,,,,,,,,,,,,
RAB40A,"RAB40A,",member,RAS,oncogene,family,Approved,"RAR2A,",Rar-2,Xq22.2,AF132748,,,,,,,,,,,,,,
RAB40AL,RAB40A,like,Approved,"RAR2,",RLGP,Xq22.1,BC101169,NM_001031834,,,,,,,,,,,,,,,,
RAB41,"RAB41,",member,RAS,oncogene,family,Approved,Xq13.1,NM_001032726,,,,,,,,,,,,,,,,
RAC1P4,Rac,family,small,GTPase,1,pseudogene,4,Approved,RAC4,Psi4Rac1,Xq26.3,XM_210062,,,,,,,,,,,,
RAD21P1,RAD21,pseudogene,1,Approved,Xq22.1,NG_022682,,,,,,,,,,,,,,,,,,
RADX,RPA1,related,single,stranded,DNA,binding,"protein,",X-linked,Approved,CXorf57,"FLJ14191,",FLJ10178,Xq22.3,AK024253,NM_018015,,,,,,,,,
RAI2,retinoic,acid,induced,2,Approved,Xp22.13,Z93242,NM_021785,,,,,,,,,,,,,,,,
RANBP1P1,RANBP1,pseudogene,1,Approved,Xp21.3,NG_027557,,,,,,,,,,,,,,,,,,
RANP4,RAN,pseudogene,4,Approved,Xq26.3,,,,,,,,,,,,,,,,,,,
RAP2C,"RAP2C,",member,of,RAS,oncogene,family,Approved,DKFZp313B211,Xq26.2,BC051467,NM_021183,,,,,,,,,,,,,
RAP2C-AS1,RAP2C,antisense,RNA,1,Approved,Xq26.2,,,,,,,,,,,,,,,,,,
RARRES2P3,retinoic,acid,receptor,responder,2,pseudogene,3,Approved,Xp22.12,,,,,,,,,,,,,,,
RBBP7,RB,binding,protein,"7,",chromatin,remodeling,factor,Approved,RbAp46,Xp22.2,U35143,NM_002893,,,,,,,,,,,,
RBBP8P1,RBBP8,pseudogene,1,Approved,Xq24,,,,,,,,,,,,,,,,,,,
RBM3,RNA,binding,motif,protein,3,Approved,IS1-RNPL,Xp11.23,BC006825,NM_006743,,,,,,,,,,,,,,
RBM10,RNA,binding,motif,protein,10,Approved,"DXS8237E,","KIAA0122,","GPATC9,","ZRANB5,","GPATCH9,",S1-1,Xp11.3,U35373,NM_005676,,,,,,,,,
RBM22P6,RNA,binding,motif,protein,22,pseudogene,6,Approved,RBM22P10,Xp11.22,,,,,,,,,,,,,,
RBM22P7,RNA,binding,motif,protein,22,pseudogene,7,Approved,RBM22P9,Xp11.22,,,,,,,,,,,,,,
RBM22P8,symbol,"withdrawn,",see,[HGNC:39704](/data/gene-symbol-report/#!/hgnc_id/HGNC:39704),Symbol,Withdrawn,Xp11.22,,,,,,,,,,,,,,,,,
RBM22P9,symbol,"withdrawn,",see,[HGNC:39700](/data/gene-symbol-report/#!/hgnc_id/HGNC:39700),Symbol,Withdrawn,Xp11.22,,,,,,,,,,,,,,,,,
RBM22P10,symbol,"withdrawn,",see,[HGNC:39699](/data/gene-symbol-report/#!/hgnc_id/HGNC:39699),Symbol,Withdrawn,Xp11.22,,,,,,,,,,,,,,,,,
RBM22P11,RNA,binding,motif,protein,22,pseudogene,11,Approved,RBM22P8,Xp11.22,,,,,,,,,,,,,,
RBM39P1,RBM39,pseudogene,1,Approved,Xp11.3,NG_022658,,,,,,,,,,,,,,,,,,
RBM41,RNA,binding,motif,protein,41,Approved,FLJ11016,Xq22.3,BC006986,NM_018301,,,,,,,,,,,,,,
RBMX,RNA,binding,motif,protein,X-linked,Approved,"RNMX,","hnRNP-G,",HNRNPG,Xq26.3,NM_002139,,,,,,,,,,,,,
RBMX2,RNA,binding,motif,protein,X-linked,2,Approved,"CGI-79,",Snu17,Xq26.1,AF078865,NM_016024,,,,,,,,,,,,
RBMX2P2,RBMX2,pseudogene,2,Approved,Xq27.2,,,,,,,,,,,,,,,,,,,
RBMXL3,RBMX,like,3,Approved,CXorf55,FLJ40249,Xq23,AK097568,NM_001145346,,,,,,,,,,,,,,,
RBMXP5,RBMX,pseudogene,5,Approved,Xq12,NG_022607,,,,,,,,,,,,,,,,,,
RBMY1A1,RNA,binding,motif,protein,Y-linked,family,1,member,A1,Approved,"RBM1,",RBM2,"YRRM1,",YRRM2,Yq11.223,NM_005058,,,,,,,,
RBMY1A2,RNA,binding,motif,"protein,","Y-linked,",family,"1,",member,A2,Entry,Withdrawn,Yq11.23,,,,,,,,,,,,
RBMY1A3P,RNA,binding,motif,protein,Y-linked,family,1,member,"A3,",pseudogene,Approved,Yp11.2,,,,,,,,,,,,
RBMY1B,RNA,binding,motif,protein,Y-linked,family,1,member,B,Approved,Yq11.223,NM_001006121,,,,,,,,,,,,
RBMY1C,RNA,binding,motif,protein,Y-linked,family,1,member,C,Approved,Yq11.23,not,on,reference,assembly,,,,,,,,,
RBMY1D,RNA,binding,motif,protein,Y-linked,family,1,member,D,Approved,Yq11.223,NM_001006120,,,,,,,,,,,,
RBMY1E,RNA,binding,motif,protein,Y-linked,family,1,member,E,Approved,Yq11.223,NM_001006118,,,,,,,,,,,,
RBMY1F,RNA,binding,motif,protein,Y-linked,family,1,member,F,Approved,MGC33094,Yq11.223,BC030018,NM_152585,,,,,,,,,,
RBMY1GP,RNA,binding,motif,protein,Y-linked,family,1,member,"G,",pseudogene,Approved,RBMY1G,Yp11.2,,,,,,,,,,,
RBMY1HP,RNA,binding,motif,protein,Y-linked,family,1,member,"H,",pseudogene,Approved,RBMY1H,Yq11.223,NG_004832,,,,,,,,,,
RBMY1J,RNA,binding,motif,protein,Y-linked,family,1,member,J,Approved,Yq11.223,NM_001006117,,,,,,,,,,,,
RBMY1KP,RNA,binding,motif,protein,Y-linked,family,1,member,"K,",pseudogene,Approved,RBMY1K,Yq11.223,,,,,,,,,,,
RBMY2AP,RNA,binding,motif,protein,Y-linked,family,2,member,"A,",pseudogene,Approved,RBMY2A,Yq11.223,NG_003064,,,,,,,,,,
RBMY2BP,RNA,binding,motif,protein,Y-linked,family,2,member,"B,",pseudogene,Approved,RBMY2B,Yq11.223,NG_004755,,,,,,,,,,
RBMY2CP,RNA,binding,motif,protein,Y-linked,family,2,member,"C,",pseudogene,Approved,Yq11.223,NG_003042,,,,,,,,,,,
RBMY2DP,RNA,binding,motif,protein,Y-linked,family,2,member,"D,",pseudogene,Approved,Yq11.23,NG_003043,,,,,,,,,,,
RBMY2EP,RNA,binding,motif,protein,Y-linked,family,2,member,"E,",pseudogene,Approved,Yq11.223,U94388,NR_001574,,,,,,,,,,
RBMY2FP,RNA,binding,motif,protein,Y-linked,family,2,member,"F,",pseudogene,Approved,MGC26641,Yq11.223,U94387,,,,,,,,,,
RBMY2GP,RNA,binding,motif,protein,Y-linked,family,2,member,"G,",pseudogene,Approved,Yp11.2,NG_003081,,,,,,,,,,,
RBMY2HP,RNA,binding,motif,protein,Y-linked,family,2,member,"H,",pseudogene,Approved,Yp11.2,NG_003082,,,,,,,,,,,
RBMY2JP,RNA,binding,motif,protein,Y-linked,family,2,member,"J,",pseudogene,Approved,Yp11.2,NG_003083,,,,,,,,,,,
RBMY2KP,RNA,binding,motif,protein,Y-linked,family,2,member,"K,",pseudogene,Approved,Yp11.2,NG_003074,,,,,,,,,,,
RBMY2MP,RNA,binding,motif,protein,Y-linked,family,2,member,"M,",pseudogene,Approved,Yp11.2,NG_003075,,,,,,,,,,,
RBMY2NP,RNA,binding,motif,protein,Y-linked,family,2,member,"N,",pseudogene,Approved,Yp11.2,NG_003084,,,,,,,,,,,
RBMY2OP,RNA,binding,motif,protein,Y-linked,family,2,member,"O,",pseudogene,Approved,Yp11.2,NG_003085,,,,,,,,,,,
RBMY2QP,RNA,binding,motif,protein,Y-linked,family,2,member,"Q,",pseudogene,Approved,Yp11.2,NG_003086,,,,,,,,,,,
RBMY2SP,RNA,binding,motif,protein,Y-linked,family,2,member,"S,",pseudogene,Approved,Yq11.223,NG_003087,,,,,,,,,,,
RBMY2TP,RNA,binding,motif,protein,Y-linked,family,2,member,"T,",pseudogene,Approved,Yq11.223,NG_003088,,,,,,,,,,,
RBMY2UP,RNA,binding,motif,protein,Y-linked,family,2,member,"U,",pseudogene,Approved,Yq11.223,NG_003089,,,,,,,,,,,
RBMY2VP,RNA,binding,motif,protein,Y-linked,family,2,member,"V,",pseudogene,Approved,Yq11.223,NG_003090,,,,,,,,,,,
RBMY2WP,RNA,binding,motif,protein,Y-linked,family,2,member,"W,",pseudogene,Approved,Yq11.223,NG_003091,,,,,,,,,,,
RBMY2XP,RNA,binding,motif,protein,Y-linked,family,2,member,"X,",pseudogene,Approved,Yq11.23,NG_003092,,,,,,,,,,,
RBMY2YP,RNA,binding,motif,protein,Y-linked,family,2,member,"Y,",pseudogene,Approved,Yq11.23,NG_003070,,,,,,,,,,,
RBMY3AP,RNA,binding,motif,protein,Y-linked,family,3,member,"A,",pseudogene,Approved,"SPATA14,","RBMY4P,",RBMY3P,Yp11.2,U94386,NR_001573,,,,,,,
RCC2P1,regulator,of,chromosome,condensation,2,pseudogene,1,Approved,Yq11.21,,,,,,,,,,,,,,,
RCC2P2,regulator,of,chromosome,condensation,2,pseudogene,2,Approved,Yq11.223,,,,,,,,,,,,,,,
RDXP2,radixin,pseudogene,2,Approved,Xp21.3,NG_000867,,,,,,,,,,,,,,,,,,
RDXP3,RDX,pseudogene,3,Approved,Xp21.3,NG_022650,,,,,,,,,,,,,,,,,,
RENBP,renin,binding,protein,Approved,"RNBP,",RBP,Xq28,NM_002910,,,,,,,,,,,,,,,,
RENS1,symbol,"withdrawn,",see,[HGNC:9330](/data/gene-symbol-report/#!/hgnc_id/HGNC:9330),Symbol,Withdrawn,MRXS8,Xpter-qter,,,,,,,,,,,,,,,,
RENS2,Renpenning,syndrome,2,Entry,Withdrawn,MRXS9,Xq12-q21.31,,,,,,,,,,,,,,,,,
REPS2,RALBP1,associated,Eps,domain,containing,2,Approved,POB1,Xp22.2,AF010233,NM_004726,,,,,,,,,,,,,
REREP1Y,arginine-glutamic,acid,dipeptide,repeats,pseudogene,1,Y-linked,Approved,Yq11.223,,,,,,,,,,,,,,,
REREP2Y,arginine-glutamic,acid,dipeptide,repeats,pseudogene,2,Y-linked,Approved,Yq11.23,,,,,,,,,,,,,,,
RFTN1P1,"raftlin,",lipid,raft,linker,1,pseudogene,1,Approved,Yp11.2,NG_002933,,,,,,,,,,,,,,
RGN,regucalcin,Approved,"SMP30,",RC,Xp11.3,D31815,NM_004683,,,,,,,,,,,,,,,,,
RHOG2P,RHOG,family,member,"2,",pseudogene,Approved,Xq13.1,,,,,,,,,,,,,,,,,
RHOXF1,Rhox,homeobox,family,member,1,Approved,"OTEX,",PEPP1,Xq24,NM_139282,,,,,,,,,,,,,,
RHOXF1-AS1,RHOXF1,antisense,RNA,1,Approved,Xq24,AK123976,,,,,,,,,,,,,,,,,
RHOXF1P1,Rhox,homeobox,family,member,1,pseudogene,1,Approved,TCONS_00017086,Xq24,BX331476,,,,,,,,,,,,,
RHOXF1P2,Rhox,homeobox,family,member,1,pseudogene,2,Approved,Xq24,,,,,,,,,,,,,,,
RHOXF1P3,Rhox,homeobox,family,member,1,pseudogene,3,Approved,Xq24,,,,,,,,,,,,,,,
RHOXF2,Rhox,homeobox,family,member,2,Approved,"THG1,","PEPP-2,","PEPP2,",CT107,Xq24,NM_032498,,,,,,,,,,,,
RHOXF2B,Rhox,homeobox,family,member,2B,Approved,Xq24,NM_001099685,,,,,,,,,,,,,,,,
RIBC1,RIB43A,domain,with,coiled-coils,1,Approved,FLJ32783,Xp11.22,AK057345,NM_144968,,,,,,,,,,,,,,
RIPPLY1,ripply,transcriptional,repressor,1,Approved,Xq22.3,,,,,,,,,,,,,,,,,,
RLIM,ring,finger,"protein,",LIM,domain,interacting,Approved,RNF12,"NY-REN-43,",MGC15161,Xq13.2,AF155109,NM_016120,,,,,,,,,,,
RN7SKP20,RN7SK,pseudogene,20,Approved,Xp22.2,,,,,,,,,,,,,,,,,,,
RN7SKP31,RN7SK,pseudogene,31,Approved,Xq26.3,,,,,,,,,,,,,,,,,,,
RN7SKP81,RN7SK,pseudogene,81,Approved,Xq27.3,,,,,,,,,,,,,,,,,,,
RN7SKP138,symbol,"withdrawn,",see,[HGNC:45910](/data/gene-symbol-report/#!/hgnc_id/HGNC:45910),Symbol,Withdrawn,HSCHR6_MHC_COXp21.33,,,,,,,,,,,,,,,,,
RN7SKP149,RN7SK,pseudogene,149,Approved,Xq27.3,,,,,,,,,,,,,,,,,,,
RN7SKP183,RN7SK,pseudogene,183,Approved,Xp22.12,,,,,,,,,,,,,,,,,,,
RN7SKP189,RN7SK,pseudogene,189,Approved,Xq27.3,,,,,,,,,,,,,,,,,,,
RN7SKP194,RN7SK,pseudogene,194,Approved,Xq21.33,,,,,,,,,,,,,,,,,,,
RN7SKP267,RN7SK,pseudogene,267,Approved,Xq28,,,,,,,,,,,,,,,,,,,
RN7SKP282,RN7SK,pseudogene,282,Approved,Yp11.2,,,,,,,,,,,,,,,,,,,
RN7SKP290,RN7SK,pseudogene,290,Approved,Xp22.2,,,,,,,,,,,,,,,,,,,
RN7SL15P,"RNA,","7SL,",cytoplasmic,"15,",pseudogene,Approved,Xp11.4,,,,,,,,,,,,,,,,,
RN7SL29P,"RNA,","7SL,",cytoplasmic,"29,",pseudogene,Entry,Withdrawn,Xq25,,,,,,,,,,,,,,,,
RN7SL48P,"RNA,","7SL,",cytoplasmic,"48,",pseudogene,Approved,Xp22.13,,,,,,,,,,,,,,,,,
RN7SL74P,"RNA,","7SL,",cytoplasmic,"74,",pseudogene,Approved,Xq21.33,,,,,,,,,,,,,,,,,
RN7SL91P,"RNA,","7SL,",cytoplasmic,"91,",pseudogene,Approved,Xp21.3,,,,,,,,,,,,,,,,,
RN7SL93P,"RNA,","7SL,",cytoplasmic,"93,",pseudogene,Approved,Xq23,,,,,,,,,,,,,,,,,
RN7SL118P,"RNA,","7SL,",cytoplasmic,"118,",pseudogene,Approved,Xq24,,,,,,,,,,,,,,,,,
RN7SL139P,"RNA,","7SL,",cytoplasmic,"139,",pseudogene,Entry,Withdrawn,Xp11.23,,,,,,,,,,,,,,,,
RN7SL144P,"RNA,","7SL,",cytoplasmic,"144,",pseudogene,Approved,Xp11.4,,,,,,,,,,,,,,,,,
RN7SL190P,"RNA,","7SL,",cytoplasmic,"190,",pseudogene,Approved,Xq28,,,,,,,,,,,,,,,,,
RN7SL191P,"RNA,","7SL,",cytoplasmic,"191,",pseudogene,Approved,Xq26.1,,,,,,,,,,,,,,,,,
RN7SL257P,symbol,"withdrawn,",see,[HGNC:46487](/data/gene-symbol-report/#!/hgnc_id/HGNC:46487),Symbol,Withdrawn,HSCHR6_MHC_COXp22.1,,,,,,,,,,,,,,,,,
RN7SL262P,"RNA,","7SL,",cytoplasmic,"262,",pseudogene,Approved,Xp11.23,,,,,,,,,,,,,,,,,
RN7SL264P,"RNA,","7SL,",cytoplasmic,"264,",pseudogene,Entry,Withdrawn,Xq13.1,,,,,,,,,,,,,,,,
RN7SL266P,"RNA,","7SL,",cytoplasmic,"266,",pseudogene,Approved,Xq23,,,,,,,,,,,,,,,,,
RN7SL291P,"RNA,","7SL,",cytoplasmic,"291,",pseudogene,Approved,Xp11.3,,,,,,,,,,,,,,,,,
RN7SL325P,"RNA,","7SL,",cytoplasmic,"325,",pseudogene,Approved,Xq26.3,,,,,,,,,,,,,,,,,
RN7SL355P,"RNA,","7SL,",cytoplasmic,"355,",pseudogene,Entry,Withdrawn,Xp22.33,,,,,,,,,,,,,,,,
RN7SL379P,"RNA,","7SL,",cytoplasmic,"379,",pseudogene,Approved,Xq21.33,,,,,,,,,,,,,,,,,
RN7SL388P,"RNA,","7SL,",cytoplasmic,"388,",pseudogene,Approved,Xq13.1,,,,,,,,,,,,,,,,,
RN7SL406P,"RNA,","7SL,",cytoplasmic,"406,",pseudogene,Entry,Withdrawn,Xp11.4,,,,,,,,,,,,,,,,
RN7SL436P,"RNA,","7SL,",cytoplasmic,"436,",pseudogene,Entry,Withdrawn,Xp22.11,,,,,,,,,,,,,,,,
RN7SL460P,"RNA,","7SL,",cytoplasmic,"460,",pseudogene,Approved,Xq21.1,,,,,,,,,,,,,,,,,
RN7SL578P,"RNA,","7SL,",cytoplasmic,"578,",pseudogene,Approved,Xp22.33,,,,,,,,,,,,,,,,,
RN7SL579P,symbol,"withdrawn,",see,[HGNC:46369](/data/gene-symbol-report/#!/hgnc_id/HGNC:46369),Symbol,Withdrawn,HSCHR6_MHC_COXp21.33,,,,,,,,,,,,,,,,,
RN7SL581P,"RNA,","7SL,",cytoplasmic,"581,",pseudogene,Approved,Xq13.1,,,,,,,,,,,,,,,,,
RN7SL641P,"RNA,","7SL,",cytoplasmic,"641,",pseudogene,Entry,Withdrawn,Xq13.2,,,,,,,,,,,,,,,,
RN7SL648P,"RNA,","7SL,",cytoplasmic,"648,",pseudogene,Approved,Xq13.2,,,,,,,,,,,,,,,,,
